year,week,lon,lat,gear,effort,taxon,tax_code,landings,length_class,filename,quarterx,countryx
2010,NA,-6.5,48.25,BT2,NA,Haddock,HAD,0.3328,O15M,DCF_landings,2,ENG
2010,NA,-6.5,48.25,BT2,NA,Haddock,HAD,0.0189,O15M,DCF_landings,3,ENG
2010,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.2523,O15M,DCF_landings,1,ENG
2010,NA,-7.5,48.75,BT2,NA,Haddock,HAD,1.289,O15M,DCF_landings,2,ENG
2010,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.2165,O15M,DCF_landings,3,ENG
2010,NA,-6.5,48.75,BT2,NA,Haddock,HAD,2.2033,O15M,DCF_landings,1,ENG
2010,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.8301,O15M,DCF_landings,2,ENG
2010,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.4625,O15M,DCF_landings,3,ENG
2010,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.2225,O15M,DCF_landings,4,ENG
2010,NA,-5.5,48.75,BT2,NA,Haddock,HAD,0.0037,O15M,DCF_landings,1,ENG
2010,NA,-5.5,48.75,BT2,NA,Haddock,HAD,0.0372,O15M,DCF_landings,4,ENG
2010,NA,-7.5,49.25,BT2,NA,Haddock,HAD,0.0672,O15M,DCF_landings,1,ENG
2010,NA,-7.5,49.25,BT2,NA,Haddock,HAD,0.4717,O15M,DCF_landings,2,ENG
2010,NA,-7.5,49.25,BT2,NA,Haddock,HAD,0.1008,O15M,DCF_landings,3,ENG
2010,NA,-7.5,49.25,BT2,NA,Haddock,HAD,0.0346,O15M,DCF_landings,4,ENG
2010,NA,-6.5,49.25,BT2,NA,Haddock,HAD,3.0224,O15M,DCF_landings,1,ENG
2010,NA,-6.5,49.25,BT2,NA,Haddock,HAD,2.5049,O15M,DCF_landings,2,ENG
2010,NA,-6.5,49.25,BT2,NA,Haddock,HAD,4.8321,O15M,DCF_landings,3,ENG
2010,NA,-6.5,49.25,BT2,NA,Haddock,HAD,2.1692,O15M,DCF_landings,4,ENG
2010,NA,-5.5,49.25,BT2,NA,Haddock,HAD,2.4258,O15M,DCF_landings,1,ENG
2010,NA,-5.5,49.25,BT2,NA,Haddock,HAD,0.2551,O15M,DCF_landings,2,ENG
2010,NA,-5.5,49.25,BT2,NA,Haddock,HAD,0.1,O15M,DCF_landings,2,BEL
2010,NA,-5.5,49.25,BT2,NA,Haddock,HAD,0.8681,O15M,DCF_landings,3,ENG
2010,NA,-5.5,49.25,BT2,NA,Haddock,HAD,0.025,O15M,DCF_landings,3,BEL
2010,NA,-5.5,49.25,BT2,NA,Haddock,HAD,2.0976,O15M,DCF_landings,4,ENG
2010,NA,-7.5,49.75,BT2,NA,Haddock,HAD,0.144,O15M,DCF_landings,2,ENG
2010,NA,-7.5,49.75,BT2,NA,Haddock,HAD,0.33,O15M,DCF_landings,2,BEL
2010,NA,-7.5,49.75,BT2,NA,Haddock,HAD,0.2739,O15M,DCF_landings,3,ENG
2010,NA,-7.5,49.75,BT2,NA,Haddock,HAD,0.146,O15M,DCF_landings,3,BEL
2010,NA,-6.5,49.75,BT2,NA,Haddock,HAD,0.0708,O15M,DCF_landings,1,ENG
2010,NA,-6.5,49.75,BT2,NA,Haddock,HAD,0.5755,O15M,DCF_landings,2,ENG
2010,NA,-6.5,49.75,BT2,NA,Haddock,HAD,1.1403,O15M,DCF_landings,3,ENG
2010,NA,-6.5,49.75,BT2,NA,Haddock,HAD,0.2391,O15M,DCF_landings,4,ENG
2010,NA,-5.5,49.75,BT2,NA,Haddock,HAD,1.4717,O15M,DCF_landings,1,ENG
2010,NA,-5.5,49.75,BT2,NA,Haddock,HAD,0.3878,O15M,DCF_landings,2,ENG
2010,NA,-5.5,49.75,BT2,NA,Haddock,HAD,0.3124,O15M,DCF_landings,3,ENG
2010,NA,-5.5,49.75,BT2,NA,Haddock,HAD,1.3098,O15M,DCF_landings,4,ENG
2010,NA,-7.5,50.25,BT2,NA,Haddock,HAD,0.0175,O15M,DCF_landings,2,ENG
2010,NA,-7.5,50.25,BT2,NA,Haddock,HAD,0.3055,O15M,DCF_landings,3,ENG
2010,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.5382,O15M,DCF_landings,1,ENG
2010,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.965,O15M,DCF_landings,1,BEL
2010,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.265,O15M,DCF_landings,2,BEL
2010,NA,-6.5,50.25,BT2,NA,Haddock,HAD,1.3016,O15M,DCF_landings,3,ENG
2010,NA,-6.5,50.25,BT2,NA,Haddock,HAD,1.6831,O15M,DCF_landings,4,ENG
2010,NA,-5.5,50.25,BT2,NA,Haddock,HAD,1.5749,O15M,DCF_landings,1,ENG
2010,NA,-5.5,50.25,BT2,NA,Haddock,HAD,2.021,O15M,DCF_landings,1,BEL
2010,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.9095,O15M,DCF_landings,2,ENG
2010,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.465,O15M,DCF_landings,2,BEL
2010,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.1077,O15M,DCF_landings,3,ENG
2010,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.0518,O15M,DCF_landings,4,ENG
2010,NA,-6.5,50.75,BT2,NA,Haddock,HAD,0.4467,O15M,DCF_landings,1,ENG
2010,NA,-6.5,50.75,BT2,NA,Haddock,HAD,5.395,O15M,DCF_landings,1,BEL
2010,NA,-6.5,50.75,BT2,NA,Haddock,HAD,2.0952,O15M,DCF_landings,2,ENG
2010,NA,-6.5,50.75,BT2,NA,Haddock,HAD,0.235,O15M,DCF_landings,2,BEL
2010,NA,-6.5,50.75,BT2,NA,Haddock,HAD,0.9903,O15M,DCF_landings,3,ENG
2010,NA,-6.5,50.75,BT2,NA,Haddock,HAD,0.257,O15M,DCF_landings,3,BEL
2010,NA,-6.5,50.75,BT2,NA,Haddock,HAD,3.803,O15M,DCF_landings,4,ENG
2010,NA,-5.5,50.75,BT2,NA,Haddock,HAD,2.1461,O15M,DCF_landings,1,ENG
2010,NA,-5.5,50.75,BT2,NA,Haddock,HAD,14.004,O15M,DCF_landings,1,BEL
2010,NA,-5.5,50.75,BT2,NA,Haddock,HAD,8.5993,O15M,DCF_landings,2,ENG
2010,NA,-5.5,50.75,BT2,NA,Haddock,HAD,36.567,O15M,DCF_landings,2,BEL
2010,NA,-5.5,50.75,BT2,NA,Haddock,HAD,1.9908,O15M,DCF_landings,3,ENG
2010,NA,-5.5,50.75,BT2,NA,Haddock,HAD,4.327,O15M,DCF_landings,3,BEL
2010,NA,-5.5,50.75,BT2,NA,Haddock,HAD,0.2429,O15M,DCF_landings,4,ENG
2010,NA,-5.5,50.75,BT2,NA,Haddock,HAD,11.701,O15M,DCF_landings,4,BEL
2010,NA,-6.5,51.25,BT2,NA,Haddock,HAD,0.137,O15M,DCF_landings,1,BEL
2010,NA,-6.5,51.25,BT2,NA,Haddock,HAD,0.098,O15M,DCF_landings,2,BEL
2010,NA,-6.5,51.25,BT2,NA,Haddock,HAD,0.132,O15M,DCF_landings,4,BEL
2010,NA,-5.5,51.25,BT2,NA,Haddock,HAD,0.0204,O15M,DCF_landings,1,ENG
2010,NA,-5.5,51.25,BT2,NA,Haddock,HAD,1.844,O15M,DCF_landings,1,BEL
2010,NA,-5.5,51.25,BT2,NA,Haddock,HAD,7.665,O15M,DCF_landings,2,BEL
2010,NA,-5.5,51.25,BT2,NA,Haddock,HAD,0.0026,O15M,DCF_landings,3,ENG
2010,NA,-5.5,51.25,BT2,NA,Haddock,HAD,8.415,O15M,DCF_landings,3,BEL
2010,NA,-5.5,51.25,BT2,NA,Haddock,HAD,0.0397,O15M,DCF_landings,4,ENG
2010,NA,-5.5,51.25,BT2,NA,Haddock,HAD,14.347,O15M,DCF_landings,4,BEL
2010,NA,-6.5,51.75,BT2,NA,Haddock,HAD,0.082,O15M,DCF_landings,1,BEL
2010,NA,-6.5,51.75,BT2,NA,Haddock,HAD,3.271,O15M,DCF_landings,2,BEL
2010,NA,-6.5,51.75,BT2,NA,Haddock,HAD,0.21,O15M,DCF_landings,3,BEL
2010,NA,-6.5,51.75,BT2,NA,Haddock,HAD,2.202,O15M,DCF_landings,4,BEL
2010,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.134,O15M,DCF_landings,1,BEL
2010,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.0108,O15M,DCF_landings,2,ENG
2010,NA,-5.5,51.75,BT2,NA,Haddock,HAD,3.78,O15M,DCF_landings,2,BEL
2010,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.6154,O15M,DCF_landings,3,ENG
2010,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.645,O15M,DCF_landings,3,BEL
2010,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.1325,O15M,DCF_landings,4,ENG
2010,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.06,O15M,DCF_landings,4,BEL
2011,NA,-7.5,48.25,BT2,NA,Haddock,HAD,0.0738,O15M,DCF_landings,1,ENG
2011,NA,-6.5,48.25,BT2,NA,Haddock,HAD,0.392,O15M,DCF_landings,1,ENG
2011,NA,-6.5,48.25,BT2,NA,Haddock,HAD,0.0869,O15M,DCF_landings,4,ENG
2011,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.0369,O15M,DCF_landings,1,ENG
2011,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.4075,O15M,DCF_landings,2,ENG
2011,NA,-7.5,48.75,BT2,NA,Haddock,HAD,1.3596,O15M,DCF_landings,3,ENG
2011,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.8247,O15M,DCF_landings,4,ENG
2011,NA,-6.5,48.75,BT2,NA,Haddock,HAD,3.3055,O15M,DCF_landings,1,ENG
2011,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.9318,O15M,DCF_landings,2,ENG
2011,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.7505,O15M,DCF_landings,3,ENG
2011,NA,-6.5,48.75,BT2,NA,Haddock,HAD,1.8948,O15M,DCF_landings,4,ENG
2011,NA,-5.5,48.75,BT2,NA,Haddock,HAD,0.8528,O15M,DCF_landings,1,ENG
2011,NA,-5.5,48.75,BT2,NA,Haddock,HAD,0.1782,O15M,DCF_landings,2,ENG
2011,NA,-7.5,49.25,BT2,NA,Haddock,HAD,0.237,O15M,DCF_landings,1,ENG
2011,NA,-7.5,49.25,BT2,NA,Haddock,HAD,1.1384,O15M,DCF_landings,2,ENG
2011,NA,-7.5,49.25,BT2,NA,Haddock,HAD,0.3061,O15M,DCF_landings,3,ENG
2011,NA,-7.5,49.25,BT2,NA,Haddock,HAD,0.2798,O15M,DCF_landings,4,ENG
2011,NA,-6.5,49.25,BT2,NA,Haddock,HAD,1.2044,O15M,DCF_landings,1,ENG
2011,NA,-6.5,49.25,BT2,NA,Haddock,HAD,1.9802,O15M,DCF_landings,2,ENG
2011,NA,-6.5,49.25,BT2,NA,Haddock,HAD,15.1366,O15M,DCF_landings,3,ENG
2011,NA,-6.5,49.25,BT2,NA,Haddock,HAD,11.4152,O15M,DCF_landings,4,ENG
2011,NA,-5.5,49.25,BT2,NA,Haddock,HAD,3.1223,O15M,DCF_landings,1,ENG
2011,NA,-5.5,49.25,BT2,NA,Haddock,HAD,0.5111,O15M,DCF_landings,2,ENG
2011,NA,-5.5,49.25,BT2,NA,Haddock,HAD,0.02,O15M,DCF_landings,2,BEL
2011,NA,-5.5,49.25,BT2,NA,Haddock,HAD,0.8179,O15M,DCF_landings,3,ENG
2011,NA,-5.5,49.25,BT2,NA,Haddock,HAD,0.035,O15M,DCF_landings,3,BEL
2011,NA,-5.5,49.25,BT2,NA,Haddock,HAD,8.385,O15M,DCF_landings,4,ENG
2011,NA,-5.5,49.25,BT2,NA,Haddock,HAD,0.04,O15M,DCF_landings,4,BEL
2011,NA,-7.5,49.75,BT2,NA,Haddock,HAD,0.0616,O15M,DCF_landings,1,ENG
2011,NA,-7.5,49.75,BT2,NA,Haddock,HAD,0.93,O15M,DCF_landings,2,ENG
2011,NA,-7.5,49.75,BT2,NA,Haddock,HAD,0.614,O15M,DCF_landings,3,ENG
2011,NA,-6.5,49.75,BT2,NA,Haddock,HAD,0.0603,O15M,DCF_landings,1,ENG
2011,NA,-6.5,49.75,BT2,NA,Haddock,HAD,0.952,O15M,DCF_landings,2,ENG
2011,NA,-6.5,49.75,BT2,NA,Haddock,HAD,3.3388,O15M,DCF_landings,3,ENG
2011,NA,-6.5,49.75,BT2,NA,Haddock,HAD,1.9569,O15M,DCF_landings,4,ENG
2011,NA,-5.5,49.75,BT2,NA,Haddock,HAD,1.0795,O15M,DCF_landings,1,ENG
2011,NA,-5.5,49.75,BT2,NA,Haddock,HAD,0.4447,O15M,DCF_landings,2,ENG
2011,NA,-5.5,49.75,BT2,NA,Haddock,HAD,0.606,O15M,DCF_landings,3,ENG
2011,NA,-5.5,49.75,BT2,NA,Haddock,HAD,4.4805,O15M,DCF_landings,4,ENG
2011,NA,-7.5,50.25,BT2,NA,Haddock,HAD,0.5222,O15M,DCF_landings,2,ENG
2011,NA,-7.5,50.25,BT2,NA,Haddock,HAD,0.2689,O15M,DCF_landings,3,ENG
2011,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.0335,O15M,DCF_landings,1,ENG
2011,NA,-6.5,50.25,BT2,NA,Haddock,HAD,1.923,O15M,DCF_landings,1,BEL
2011,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.0434,O15M,DCF_landings,2,ENG
2011,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.015,O15M,DCF_landings,2,BEL
2011,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.1874,O15M,DCF_landings,3,ENG
2011,NA,-5.5,50.25,BT2,NA,Haddock,HAD,2.3437,O15M,DCF_landings,1,ENG
2011,NA,-5.5,50.25,BT2,NA,Haddock,HAD,2.097,O15M,DCF_landings,1,BEL
2011,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.0232,O15M,DCF_landings,2,ENG
2011,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.18,O15M,DCF_landings,2,BEL
2011,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.0181,O15M,DCF_landings,3,ENG
2011,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.05,O15M,DCF_landings,3,BEL
2011,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.174,O15M,DCF_landings,4,BEL
2011,NA,-6.5,50.75,BT2,NA,Haddock,HAD,2.034,O15M,DCF_landings,1,ENG
2011,NA,-6.5,50.75,BT2,NA,Haddock,HAD,6.154,O15M,DCF_landings,1,BEL
2011,NA,-6.5,50.75,BT2,NA,Haddock,HAD,0.26,O15M,DCF_landings,2,BEL
2011,NA,-6.5,50.75,BT2,NA,Haddock,HAD,1.652,O15M,DCF_landings,3,BEL
2011,NA,-5.5,50.75,BT2,NA,Haddock,HAD,0.935,O15M,DCF_landings,1,ENG
2011,NA,-5.5,50.75,BT2,NA,Haddock,HAD,18.483,O15M,DCF_landings,1,BEL
2011,NA,-5.5,50.75,BT2,NA,Haddock,HAD,1.5233,O15M,DCF_landings,2,ENG
2011,NA,-5.5,50.75,BT2,NA,Haddock,HAD,17.261,O15M,DCF_landings,2,BEL
2011,NA,-5.5,50.75,BT2,NA,Haddock,HAD,2.5614,O15M,DCF_landings,3,ENG
2011,NA,-5.5,50.75,BT2,NA,Haddock,HAD,3.844,O15M,DCF_landings,3,BEL
2011,NA,-5.5,50.75,BT2,NA,Haddock,HAD,14.494,O15M,DCF_landings,4,BEL
2011,NA,-6.5,51.25,BT2,NA,Haddock,HAD,0.545,O15M,DCF_landings,1,BEL
2011,NA,-6.5,51.25,BT2,NA,Haddock,HAD,0.063,O15M,DCF_landings,3,BEL
2011,NA,-6.5,51.25,BT2,NA,Haddock,HAD,1.05,O15M,DCF_landings,4,BEL
2011,NA,-5.5,51.25,BT2,NA,Haddock,HAD,9.516,O15M,DCF_landings,1,BEL
2011,NA,-5.5,51.25,BT2,NA,Haddock,HAD,0.2594,O15M,DCF_landings,2,ENG
2011,NA,-5.5,51.25,BT2,NA,Haddock,HAD,16.57,O15M,DCF_landings,2,BEL
2011,NA,-5.5,51.25,BT2,NA,Haddock,HAD,0.0155,O15M,DCF_landings,3,ENG
2011,NA,-5.5,51.25,BT2,NA,Haddock,HAD,6.897,O15M,DCF_landings,3,BEL
2011,NA,-5.5,51.25,BT2,NA,Haddock,HAD,0.0034,O15M,DCF_landings,4,ENG
2011,NA,-5.5,51.25,BT2,NA,Haddock,HAD,18.218,O15M,DCF_landings,4,BEL
2011,NA,-6.5,51.75,BT2,NA,Haddock,HAD,1.168,O15M,DCF_landings,1,BEL
2011,NA,-6.5,51.75,BT2,NA,Haddock,HAD,3.97,O15M,DCF_landings,2,BEL
2011,NA,-6.5,51.75,BT2,NA,Haddock,HAD,7.274,O15M,DCF_landings,3,BEL
2011,NA,-6.5,51.75,BT2,NA,Haddock,HAD,7.774,O15M,DCF_landings,4,BEL
2011,NA,-5.5,51.75,BT2,NA,Haddock,HAD,1.175,O15M,DCF_landings,1,BEL
2011,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.4473,O15M,DCF_landings,2,ENG
2011,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.87,O15M,DCF_landings,2,BEL
2011,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.3348,O15M,DCF_landings,3,ENG
2011,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.14,O15M,DCF_landings,3,BEL
2011,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.0034,O15M,DCF_landings,4,ENG
2011,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.615,O15M,DCF_landings,4,BEL
2012,NA,-7.5,48.25,BT2,NA,Haddock,HAD,0.2961,O15M,DCF_landings,1,ENG
2012,NA,-7.5,48.25,BT2,NA,Haddock,HAD,0.1381,O15M,DCF_landings,2,ENG
2012,NA,-6.5,48.25,BT2,NA,Haddock,HAD,0.223,O15M,DCF_landings,1,ENG
2012,NA,-6.5,48.25,BT2,NA,Haddock,HAD,0.4032,O15M,DCF_landings,2,ENG
2012,NA,-6.5,48.25,BT2,NA,Haddock,HAD,0.039,O15M,DCF_landings,3,ENG
2012,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.6524,O15M,DCF_landings,1,ENG
2012,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.2777,O15M,DCF_landings,2,ENG
2012,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.1137,O15M,DCF_landings,3,ENG
2012,NA,-6.5,48.75,BT2,NA,Haddock,HAD,8.9992,O15M,DCF_landings,1,ENG
2012,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.3992,O15M,DCF_landings,2,ENG
2012,NA,-6.5,48.75,BT2,NA,Haddock,HAD,1.3675,O15M,DCF_landings,3,ENG
2012,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.4282,O15M,DCF_landings,4,ENG
2012,NA,-5.5,48.75,BT2,NA,Haddock,HAD,0.5661,O15M,DCF_landings,1,ENG
2012,NA,-5.5,48.75,BT2,NA,Haddock,HAD,0.0852,O15M,DCF_landings,4,ENG
2012,NA,-7.5,49.25,BT2,NA,Haddock,HAD,0.2171,O15M,DCF_landings,2,ENG
2012,NA,-7.5,49.25,BT2,NA,Haddock,HAD,3.9216,O15M,DCF_landings,3,ENG
2012,NA,-7.5,49.25,BT2,NA,Haddock,HAD,1.3035,O15M,DCF_landings,4,ENG
2012,NA,-6.5,49.25,BT2,NA,Haddock,HAD,5.8192,O15M,DCF_landings,1,ENG
2012,NA,-6.5,49.25,BT2,NA,Haddock,HAD,4.4724,O15M,DCF_landings,2,ENG
2012,NA,-6.5,49.25,BT2,NA,Haddock,HAD,12.2312,O15M,DCF_landings,3,ENG
2012,NA,-6.5,49.25,BT2,NA,Haddock,HAD,10.5784,O15M,DCF_landings,4,ENG
2012,NA,-5.5,49.25,BT2,NA,Haddock,HAD,4.4756,O15M,DCF_landings,1,ENG
2012,NA,-5.5,49.25,BT2,NA,Haddock,HAD,1.5607,O15M,DCF_landings,2,ENG
2012,NA,-5.5,49.25,BT2,NA,Haddock,HAD,3.0235,O15M,DCF_landings,3,ENG
2012,NA,-5.5,49.25,BT2,NA,Haddock,HAD,7.4446,O15M,DCF_landings,4,ENG
2012,NA,-7.5,49.75,BT2,NA,Haddock,HAD,0.1056,O15M,DCF_landings,2,ENG
2012,NA,-7.5,49.75,BT2,NA,Haddock,HAD,0.3048,O15M,DCF_landings,3,ENG
2012,NA,-6.5,49.75,BT2,NA,Haddock,HAD,0.0806,O15M,DCF_landings,1,ENG
2012,NA,-6.5,49.75,BT2,NA,Haddock,HAD,1.8229,O15M,DCF_landings,2,ENG
2012,NA,-6.5,49.75,BT2,NA,Haddock,HAD,8.3735,O15M,DCF_landings,3,ENG
2012,NA,-6.5,49.75,BT2,NA,Haddock,HAD,2.581,O15M,DCF_landings,4,ENG
2012,NA,-5.5,49.75,BT2,NA,Haddock,HAD,0.7018,O15M,DCF_landings,1,ENG
2012,NA,-5.5,49.75,BT2,NA,Haddock,HAD,0.045,O15M,DCF_landings,1,BEL
2012,NA,-5.5,49.75,BT2,NA,Haddock,HAD,0.656,O15M,DCF_landings,2,ENG
2012,NA,-5.5,49.75,BT2,NA,Haddock,HAD,68.927199,O15M,DCF_landings,3,ENG
2012,NA,-5.5,49.75,BT2,NA,Haddock,HAD,14.3204,O15M,DCF_landings,4,ENG
2012,NA,-7.5,50.25,BT2,NA,Haddock,HAD,0.3407,O15M,DCF_landings,2,ENG
2012,NA,-7.5,50.25,BT2,NA,Haddock,HAD,0.1867,O15M,DCF_landings,3,ENG
2012,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.0462,O15M,DCF_landings,1,ENG
2012,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.46,O15M,DCF_landings,1,BEL
2012,NA,-6.5,50.25,BT2,NA,Haddock,HAD,1.2397,O15M,DCF_landings,2,ENG
2012,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.015,O15M,DCF_landings,2,BEL
2012,NA,-6.5,50.25,BT2,NA,Haddock,HAD,0.9005,O15M,DCF_landings,3,ENG
2012,NA,-6.5,50.25,BT2,NA,Haddock,HAD,1.8013,O15M,DCF_landings,4,ENG
2012,NA,-5.5,50.25,BT2,NA,Haddock,HAD,1.4623,O15M,DCF_landings,1,ENG
2012,NA,-5.5,50.25,BT2,NA,Haddock,HAD,7.51,O15M,DCF_landings,1,BEL
2012,NA,-5.5,50.25,BT2,NA,Haddock,HAD,3.3215,O15M,DCF_landings,2,ENG
2012,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.7,O15M,DCF_landings,2,BEL
2012,NA,-5.5,50.25,BT2,NA,Haddock,HAD,2.5415,O15M,DCF_landings,3,ENG
2012,NA,-5.5,50.25,BT2,NA,Haddock,HAD,0.7893,O15M,DCF_landings,4,ENG
2012,NA,-6.5,50.75,BT2,NA,Haddock,HAD,0.2301,O15M,DCF_landings,1,ENG
2012,NA,-6.5,50.75,BT2,NA,Haddock,HAD,6.007,O15M,DCF_landings,1,BEL
2012,NA,-6.5,50.75,BT2,NA,Haddock,HAD,0.6345,O15M,DCF_landings,2,ENG
2012,NA,-6.5,50.75,BT2,NA,Haddock,HAD,0.145,O15M,DCF_landings,2,BEL
2012,NA,-6.5,50.75,BT2,NA,Haddock,HAD,2.7212,O15M,DCF_landings,3,ENG
2012,NA,-6.5,50.75,BT2,NA,Haddock,HAD,1.377,O15M,DCF_landings,3,BEL
2012,NA,-6.5,50.75,BT2,NA,Haddock,HAD,2.8026,O15M,DCF_landings,4,ENG
2012,NA,-5.5,50.75,BT2,NA,Haddock,HAD,0.7907,O15M,DCF_landings,1,ENG
2012,NA,-5.5,50.75,BT2,NA,Haddock,HAD,26.42,O15M,DCF_landings,1,BEL
2012,NA,-5.5,50.75,BT2,NA,Haddock,HAD,2.6338,O15M,DCF_landings,2,ENG
2012,NA,-5.5,50.75,BT2,NA,Haddock,HAD,25.485,O15M,DCF_landings,2,BEL
2012,NA,-5.5,50.75,BT2,NA,Haddock,HAD,4.6428,O15M,DCF_landings,3,ENG
2012,NA,-5.5,50.75,BT2,NA,Haddock,HAD,7.108,O15M,DCF_landings,3,BEL
2012,NA,-5.5,50.75,BT2,NA,Haddock,HAD,1.7768,O15M,DCF_landings,4,ENG
2012,NA,-5.5,50.75,BT2,NA,Haddock,HAD,0.529,O15M,DCF_landings,4,BEL
2012,NA,-6.5,51.25,BT2,NA,Haddock,HAD,1.2,O15M,DCF_landings,1,BEL
2012,NA,-6.5,51.25,BT2,NA,Haddock,HAD,0.492,O15M,DCF_landings,2,BEL
2012,NA,-6.5,51.25,BT2,NA,Haddock,HAD,1.32,O15M,DCF_landings,3,BEL
2012,NA,-6.5,51.25,BT2,NA,Haddock,HAD,0.8486,O15M,DCF_landings,4,ENG
2012,NA,-5.5,51.25,BT2,NA,Haddock,HAD,3.858,O15M,DCF_landings,1,BEL
2012,NA,-5.5,51.25,BT2,NA,Haddock,HAD,0.391,O15M,DCF_landings,2,ENG
2012,NA,-5.5,51.25,BT2,NA,Haddock,HAD,26.008,O15M,DCF_landings,2,BEL
2012,NA,-5.5,51.25,BT2,NA,Haddock,HAD,13.516,O15M,DCF_landings,3,BEL
2012,NA,-5.5,51.25,BT2,NA,Haddock,HAD,0.132,O15M,DCF_landings,4,BEL
2012,NA,-6.5,51.75,BT2,NA,Haddock,HAD,3.305,O15M,DCF_landings,1,BEL
2012,NA,-6.5,51.75,BT2,NA,Haddock,HAD,14.208,O15M,DCF_landings,2,BEL
2012,NA,-6.5,51.75,BT2,NA,Haddock,HAD,3.56,O15M,DCF_landings,3,BEL
2012,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.987,O15M,DCF_landings,1,BEL
2012,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.0058,O15M,DCF_landings,2,ENG
2012,NA,-5.5,51.75,BT2,NA,Haddock,HAD,2.079,O15M,DCF_landings,2,BEL
2012,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.0409,O15M,DCF_landings,3,ENG
2012,NA,-5.5,51.75,BT2,NA,Haddock,HAD,0.621,O15M,DCF_landings,3,BEL
2013,NA,-7.5,48.25,BT2,NA,Haddock,HAD,0.1623,O15M,DCF_landings,1,ENG
2013,NA,-7.5,48.25,BT2,NA,Haddock,HAD,0.2197,O15M,DCF_landings,2,ENG
2013,NA,-6.5,48.25,BT2,NA,Haddock,HAD,0.8629,O15M,DCF_landings,1,ENG
2013,NA,-6.5,48.25,BT2,NA,Haddock,HAD,0.0239,O15M,DCF_landings,2,ENG
2013,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.1584,O15M,DCF_landings,1,ENG
2013,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.154,O15M,DCF_landings,2,ENG
2013,NA,-7.5,48.75,BT2,NA,Haddock,HAD,0.288,O15M,DCF_landings,3,ENG
2013,NA,-6.5,48.75,BT2,NA,Haddock,HAD,3.6432,O15M,DCF_landings,1,ENG
2013,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.4612,O15M,DCF_landings,2,ENG
2013,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.8167,O15M,DCF_landings,3,ENG
2013,NA,-6.5,48.75,BT2,NA,Haddock,HAD,0.2872,O15M,DCF_landings,4,ENG
2013,NA,-5.5,48.75,BT2,NA,Haddock,HAD,0.5183,O15M,DCF_landings,1,ENG
